identifier,constant,rating,age,yearsmarried,number_of_children,religiousness,education,not_used_1,occupation,husband_occupation,extramarital_time_per_year,not_used_2,not_used_3
10274.0,1.0,5.0,27.0,9.0,1.0,3.0,12.0,14.0,3.0,2.0,0.0,0.0,1.0
10275.0,1.0,5.0,27.0,13.0,3.0,3.0,14.0,14.0,3.0,3.0,0.0,0.0,1.0
10276.0,1.0,5.0,22.0,2.5,0.0,3.0,14.0,20.0,3.0,4.0,0.0,0.0,1.0
10278.0,1.0,4.0,22.0,2.5,0.0,2.0,12.0,14.0,3.0,2.0,0.0,0.0,1.0
10279.0,1.0,5.0,32.0,16.5,3.0,4.0,12.0,20.0,3.0,5.0,0.0,0.0,1.0
10280.0,1.0,5.0,22.0,2.5,2.0,4.0,12.0,9.0,2.0,2.0,0.0,0.0,1.0
10283.0,1.0,5.0,27.0,9.0,2.0,4.0,14.0,11.5,3.0,4.0,0.0,0.0,1.0
10287.0,1.0,5.0,27.0,2.5,0.0,3.0,16.0,6.5,4.0,4.0,0.0,0.0,1.0
10299.0,1.0,4.0,32.0,13.0,2.0,4.0,14.0,20.0,3.0,5.0,0.0,0.0,1.0
10302.0,1.0,5.0,17.5,0.5,0.0,3.0,12.0,9.0,2.0,5.0,0.0,0.0,1.0
10305.0,1.0,5.0,42.0,23.0,3.0,4.0,14.0,20.0,3.0,6.0,0.0,0.0,1.0
10308.0,1.0,5.0,22.0,2.5,1.0,2.0,14.0,6.5,3.0,2.0,0.0,0.0,1.0
10313.0,1.0,5.0,27.0,9.0,2.0,3.0,17.0,20.0,4.0,6.0,0.0,0.0,1.0
10319.0,1.0,4.0,17.5,2.5,0.0,1.0,14.0,9.0,3.0,1.0,0.0,0.0,1.0
10321.0,1.0,2.0,22.0,6.0,0.0,2.0,14.0,11.5,5.0,2.0,0.0,0.0,1.0
10325.0,1.0,5.0,27.0,2.5,0.0,3.0,16.0,14.0,3.0,2.0,0.0,0.0,1.0
10328.0,1.0,4.0,27.0,6.0,1.0,3.0,16.0,9.0,4.0,5.0,0.0,0.0,1.0
10332.0,1.0,4.0,37.0,9.0,0.0,3.0,20.0,14.0,4.0,4.0,0.0,0.0,1.0
10336.0,1.0,4.0,22.0,2.5,0.0,1.0,16.0,14.0,3.0,5.0,0.0,0.0,1.0
10338.0,1.0,4.0,37.0,13.0,2.0,2.0,16.0,20.0,4.0,4.0,0.0,0.0,1.0
10339.0,1.0,5.0,37.0,16.5,3.0,4.0,17.0,20.0,4.0,4.0,0.0,0.0,1.0
10340.0,1.0,4.0,27.0,6.0,0.0,1.0,20.0,20.0,6.0,6.0,0.0,0.0,1.0
10342.0,1.0,4.0,27.0,6.0,0.0,3.0,16.0,14.0,4.0,5.0,0.0,0.0,1.0
10346.0,1.0,5.0,37.0,16.5,3.0,1.0,17.0,20.0,4.0,6.0,0.0,0.0,1.0
10348.0,1.0,5.0,27.0,6.0,2.0,3.0,14.0,11.5,3.0,4.0,0.0,0.0,1.0
10349.0,1.0,5.0,37.0,16.5,3.0,3.0,12.0,20.0,3.0,4.0,0.0,0.0,1.0
10363.0,1.0,5.0,42.0,23.0,1.0,4.0,12.0,20.0,3.0,4.0,0.0,0.0,1.0
10365.0,1.0,5.0,27.0,9.0,2.0,3.0,12.0,20.0,5.0,5.0,0.0,0.0,1.0
10366.0,1.0,5.0,27.0,13.0,2.0,2.0,14.0,14.0,2.0,4.0,0.0,0.0,1.0
10375.0,1.0,5.0,42.0,23.0,2.0,4.0,14.0,14.0,5.0,5.0,0.0,0.0,1.0
10376.0,1.0,5.0,42.0,23.0,5.5,4.0,14.0,11.5,5.0,4.0,0.0,0.0,1.0
10382.0,1.0,4.0,22.0,6.0,0.0,1.0,17.0,20.0,4.0,1.0,0.0,0.0,1.0
10395.0,1.0,4.0,27.0,2.5,0.0,4.0,16.0,11.5,3.0,1.0,0.0,0.0,1.0
10398.0,1.0,4.0,17.5,2.5,0.0,1.0,12.0,11.5,5.0,2.0,0.0,0.0,1.0
10399.0,1.0,3.0,27.0,9.0,0.0,2.0,16.0,14.0,4.0,4.0,0.0,0.0,1.0
10401.0,1.0,5.0,22.0,2.5,0.0,2.0,12.0,20.0,3.0,5.0,0.0,0.0,1.0
10412.0,1.0,4.0,27.0,9.0,2.0,3.0,12.0,40.0,3.0,2.0,0.0,0.0,1.0
10416.0,1.0,4.0,22.0,6.0,0.0,2.0,16.0,20.0,5.0,5.0,0.0,0.0,1.0
10419.0,1.0,4.0,22.0,0.5,0.0,1.0,14.0,6.5,1.0,1.0,0.0,0.0,1.0
10421.0,1.0,5.0,22.0,2.5,1.0,2.0,12.0,6.5,3.0,1.0,0.0,0.0,1.0
10422.0,1.0,5.0,27.0,9.0,2.0,3.0,12.0,9.0,5.0,5.0,0.0,0.0,1.0
10423.0,1.0,5.0,27.0,6.0,0.0,2.0,14.0,20.0,3.0,5.0,0.0,0.0,1.0
10431.0,1.0,4.0,22.0,2.5,0.0,3.0,14.0,9.0,2.0,2.0,0.0,0.0,1.0
10437.0,1.0,4.0,22.0,6.0,1.0,2.0,12.0,11.5,3.0,4.0,0.0,0.0,1.0
10439.0,1.0,5.0,22.0,2.5,1.0,3.0,14.0,9.0,3.0,4.0,0.0,0.0,1.0
10464.0,1.0,3.0,27.0,6.0,1.0,1.0,12.0,20.0,3.0,5.0,0.0,0.0,1.0
10471.0,1.0,5.0,37.0,16.5,4.0,3.0,20.0,40.0,4.0,2.0,0.0,0.0,1.0
10476.0,1.0,4.0,22.0,2.5,0.0,2.0,14.0,11.5,3.0,5.0,0.0,0.0,1.0
10481.0,1.0,4.0,32.0,13.0,2.0,3.0,14.0,14.0,5.0,5.0,0.0,0.0,1.0
10485.0,1.0,5.0,22.0,2.5,0.0,1.0,14.0,11.5,3.0,4.0,0.0,0.0,1.0
10487.0,1.0,5.0,27.0,2.5,0.0,2.0,14.0,11.5,3.0,4.0,0.0,0.0,1.0
10495.0,1.0,4.0,27.0,9.0,1.0,2.0,12.0,20.0,2.0,2.0,0.0,0.0,1.0
10496.0,1.0,5.0,22.0,2.5,0.0,2.0,14.0,9.0,3.0,4.0,0.0,0.0,1.0
10497.0,1.0,3.0,37.0,13.0,1.0,3.0,17.0,11.5,5.0,3.0,0.0,0.0,1.0
10502.0,1.0,5.0,42.0,23.0,3.0,4.0,12.0,20.0,2.0,2.0,0.0,0.0,1.0
10504.0,1.0,5.0,27.0,6.0,0.0,4.0,16.0,14.0,4.0,5.0,0.0,0.0,1.0
10505.0,1.0,2.0,27.0,6.0,0.0,2.0,14.0,20.0,3.0,4.0,0.0,0.0,1.0
10508.0,1.0,5.0,32.0,13.0,2.0,4.0,14.0,20.0,4.0,5.0,0.0,0.0,1.0
10514.0,1.0,5.0,22.0,2.5,0.0,1.0,17.0,11.5,4.0,4.0,0.0,0.0,1.0
10523.0,1.0,5.0,27.0,9.0,2.0,3.0,12.0,14.0,3.0,5.0,0.0,0.0,1.0
10526.0,1.0,5.0,27.0,6.0,0.0,2.0,16.0,20.0,6.0,6.0,0.0,0.0,1.0
10531.0,1.0,5.0,27.0,6.0,1.0,3.0,16.0,11.5,4.0,2.0,0.0,0.0,1.0
10533.0,1.0,4.0,22.0,9.0,1.0,1.0,12.0,6.5,2.0,2.0,0.0,0.0,1.0
10534.0,1.0,4.0,32.0,13.0,3.0,3.0,20.0,20.0,4.0,5.0,0.0,0.0,1.0
10535.0,1.0,4.0,22.0,2.5,0.0,1.0,14.0,20.0,3.0,2.0,0.0,0.0,1.0
10541.0,1.0,4.0,27.0,6.0,2.0,3.0,14.0,14.0,3.0,5.0,0.0,0.0,1.0
10542.0,1.0,5.0,42.0,23.0,4.0,2.0,12.0,40.0,3.0,6.0,0.0,0.0,1.0
10543.0,1.0,3.0,32.0,13.0,3.0,4.0,16.0,14.0,4.0,2.0,0.0,0.0,1.0
10544.0,1.0,3.0,22.0,0.5,0.0,3.0,12.0,6.5,3.0,1.0,0.0,0.0,1.0
10548.0,1.0,2.0,22.0,2.5,0.0,2.0,14.0,9.0,3.0,4.0,0.0,0.0,1.0
10555.0,1.0,3.0,37.0,23.0,4.0,2.0,14.0,20.0,4.0,2.0,0.0,0.0,1.0
10564.0,1.0,5.0,42.0,23.0,5.5,4.0,14.0,14.0,5.0,2.0,0.0,0.0,1.0
10565.0,1.0,5.0,37.0,23.0,3.0,3.0,12.0,14.0,4.0,5.0,0.0,0.0,1.0
10566.0,1.0,5.0,32.0,9.0,2.0,3.0,16.0,20.0,4.0,6.0,0.0,0.0,1.0
10567.0,1.0,5.0,32.0,23.0,2.0,3.0,12.0,6.5,2.0,2.0,0.0,0.0,1.0
10570.0,1.0,5.0,37.0,13.0,3.0,4.0,16.0,40.0,4.0,2.0,0.0,0.0,1.0
10573.0,1.0,5.0,32.0,16.5,5.5,2.0,12.0,11.5,3.0,2.0,0.0,0.0,1.0
10575.0,1.0,5.0,27.0,9.0,3.0,1.0,12.0,20.0,2.0,5.0,0.0,0.0,1.0
10577.0,1.0,4.0,17.5,2.5,0.0,2.0,14.0,6.5,3.0,3.0,0.0,0.0,1.0
10582.0,1.0,5.0,22.0,0.5,0.0,1.0,16.0,6.5,3.0,1.0,0.0,0.0,1.0
10585.0,1.0,5.0,22.0,2.5,0.0,3.0,14.0,20.0,3.0,2.0,0.0,0.0,1.0
10586.0,1.0,5.0,22.0,2.5,0.0,3.0,16.0,9.0,5.0,4.0,0.0,0.0,1.0
10588.0,1.0,5.0,32.0,9.0,0.0,4.0,20.0,40.0,6.0,6.0,0.0,0.0,1.0
10593.0,1.0,3.0,27.0,6.0,0.0,4.0,16.0,11.5,4.0,4.0,0.0,0.0,1.0
10595.0,1.0,5.0,22.0,2.5,0.0,1.0,14.0,20.0,3.0,4.0,0.0,0.0,1.0
10596.0,1.0,5.0,22.0,0.5,0.0,2.0,12.0,9.0,3.0,1.0,0.0,0.0,1.0
10598.0,1.0,4.0,27.0,13.0,2.0,4.0,14.0,14.0,4.0,4.0,0.0,0.0,1.0
10602.0,1.0,4.0,42.0,23.0,4.0,2.0,14.0,40.0,4.0,5.0,0.0,0.0,1.0
10606.0,1.0,5.0,22.0,2.5,0.0,3.0,16.0,40.0,5.0,3.0,0.0,0.0,1.0
10607.0,1.0,5.0,42.0,23.0,3.0,3.0,16.0,11.5,4.0,2.0,0.0,0.0,1.0
10611.0,1.0,5.0,22.0,2.5,0.0,1.0,14.0,14.0,6.0,6.0,0.0,0.0,1.0
10619.0,1.0,4.0,17.5,2.5,0.0,3.0,14.0,11.5,3.0,3.0,0.0,0.0,1.0
10621.0,1.0,5.0,27.0,2.5,2.0,1.0,14.0,14.0,2.0,3.0,0.0,0.0,1.0
10627.0,1.0,4.0,27.0,9.0,1.0,3.0,12.0,11.5,3.0,3.0,0.0,0.0,1.0
10629.0,1.0,5.0,22.0,0.5,0.0,3.0,16.0,20.0,4.0,4.0,0.0,0.0,1.0
10630.0,1.0,5.0,32.0,16.5,4.0,3.0,12.0,9.0,3.0,4.0,0.0,0.0,1.0
10631.0,1.0,5.0,32.0,13.0,2.0,4.0,12.0,11.5,3.0,3.0,0.0,0.0,1.0
10633.0,1.0,5.0,27.0,2.5,1.0,3.0,14.0,14.0,5.0,5.0,0.0,0.0,1.0
10636.0,1.0,5.0,42.0,23.0,1.0,3.0,12.0,20.0,3.0,4.0,0.0,0.0,1.0
10637.0,1.0,4.0,42.0,23.0,4.0,3.0,14.0,11.5,5.0,5.0,0.0,0.0,1.0
10639.0,1.0,4.0,22.0,0.5,0.0,2.0,14.0,6.5,4.0,4.0,0.0,0.0,1.0
10641.0,1.0,3.0,27.0,6.0,2.0,3.0,14.0,11.5,3.0,6.0,0.0,0.0,1.0
10660.0,1.0,5.0,22.0,2.5,0.0,1.0,14.0,11.5,3.0,5.0,0.0,0.0,1.0
10663.0,1.0,4.0,37.0,23.0,5.5,2.0,12.0,20.0,3.0,2.0,0.0,0.0,1.0
10667.0,1.0,5.0,37.0,16.5,3.0,2.0,14.0,20.0,3.0,4.0,0.0,0.0,1.0
10670.0,1.0,5.0,27.0,9.0,3.0,2.0,14.0,20.0,3.0,2.0,0.0,0.0,1.0
10678.0,1.0,5.0,22.0,2.5,0.0,3.0,14.0,20.0,3.0,2.0,0.0,0.0,1.0
10681.0,1.0,3.0,27.0,9.0,2.0,3.0,16.0,20.0,4.0,5.0,0.0,0.0,1.0
10685.0,1.0,3.0,22.0,2.5,0.0,2.0,12.0,14.0,3.0,5.0,0.0,0.0,1.0
10690.0,1.0,5.0,37.0,16.5,4.0,4.0,14.0,20.0,3.0,4.0,0.0,0.0,1.0
10695.0,1.0,4.0,22.0,9.0,1.0,3.0,12.0,9.0,3.0,4.0,0.0,0.0,1.0
10697.0,1.0,2.0,27.0,6.0,2.0,2.0,12.0,11.5,5.0,5.0,0.0,0.0,1.0
10698.0,1.0,5.0,22.0,2.5,0.0,3.0,14.0,20.0,5.0,4.0,0.0,0.0,1.0
10705.0,1.0,5.0,32.0,13.0,2.0,4.0,14.0,20.0,5.0,4.0,0.0,0.0,1.0
10710.0,1.0,4.0,22.0,2.5,0.0,2.0,16.0,11.5,3.0,5.0,0.0,0.0,1.0
10716.0,1.0,5.0,27.0,9.0,0.0,2.0,14.0,14.0,3.0,5.0,0.0,0.0,1.0
10724.0,1.0,5.0,32.0,9.0,0.0,4.0,20.0,40.0,4.0,6.0,0.0,0.0,1.0
10725.0,1.0,5.0,32.0,13.0,2.0,3.0,16.0,11.5,4.0,5.0,0.0,0.0,1.0
10726.0,1.0,5.0,17.5,2.5,0.0,4.0,14.0,11.5,3.0,4.0,0.0,0.0,1.0
10728.0,1.0,5.0,42.0,23.0,3.0,3.0,12.0,6.5,3.0,2.0,0.0,0.0,1.0
10743.0,1.0,5.0,22.0,0.5,0.0,2.0,14.0,9.0,4.0,2.0,0.0,0.0,1.0
10753.0,1.0,5.0,37.0,13.0,0.0,2.0,12.0,20.0,3.0,4.0,0.0,0.0,1.0
10762.0,1.0,4.0,22.0,2.5,0.0,3.0,14.0,6.5,3.0,3.0,0.0,0.0,1.0
10771.0,1.0,5.0,37.0,16.5,4.0,3.0,14.0,20.0,4.0,2.0,0.0,0.0,1.0
10791.0,1.0,4.0,42.0,23.0,4.0,3.0,16.0,20.0,3.0,5.0,0.0,0.0,1.0
10793.0,1.0,5.0,27.0,6.0,1.0,2.0,16.0,20.0,4.0,4.0,0.0,0.0,1.0
10794.0,1.0,5.0,32.0,13.0,3.0,2.0,16.0,20.0,4.0,4.0,0.0,0.0,1.0
10804.0,1.0,5.0,42.0,23.0,3.0,4.0,14.0,20.0,3.0,4.0,0.0,0.0,1.0
10805.0,1.0,4.0,22.0,2.5,0.0,3.0,14.0,11.5,3.0,4.0,0.0,0.0,1.0
10814.0,1.0,5.0,42.0,13.0,0.0,4.0,14.0,40.0,3.0,5.0,0.0,0.0,1.0
10817.0,1.0,4.0,27.0,2.5,0.0,1.0,14.0,9.0,3.0,2.0,0.0,0.0,1.0
10820.0,1.0,5.0,22.0,2.5,0.0,3.0,12.0,20.0,2.0,2.0,0.0,0.0,1.0
10823.0,1.0,4.0,22.0,6.0,0.0,2.0,17.0,6.5,4.0,1.0,0.0,0.0,1.0
10829.0,1.0,5.0,22.0,2.5,0.0,2.0,14.0,11.5,5.0,5.0,0.0,0.0,1.0
10833.0,1.0,5.0,32.0,16.5,3.0,3.0,12.0,20.0,3.0,2.0,0.0,0.0,1.0
10839.0,1.0,4.0,27.0,2.5,0.0,2.0,16.0,14.0,4.0,6.0,0.0,0.0,1.0
10845.0,1.0,4.0,22.0,2.5,0.0,2.0,14.0,9.0,4.0,3.0,0.0,0.0,1.0
10850.0,1.0,4.0,32.0,16.5,2.0,3.0,12.0,14.0,3.0,2.0,0.0,0.0,1.0
10855.0,1.0,2.0,22.0,2.5,0.0,2.0,14.0,4.0,3.0,4.0,0.0,0.0,1.0
10867.0,1.0,2.0,42.0,23.0,3.0,3.0,14.0,20.0,5.0,5.0,0.0,0.0,1.0
10871.0,1.0,4.0,42.0,23.0,4.0,3.0,12.0,20.0,5.0,2.0,0.0,0.0,1.0
10875.0,1.0,3.0,32.0,16.5,3.0,3.0,12.0,14.0,3.0,3.0,0.0,0.0,1.0
10880.0,1.0,5.0,37.0,16.5,2.0,4.0,12.0,14.0,5.0,5.0,0.0,0.0,1.0
10881.0,1.0,5.0,32.0,13.0,2.0,3.0,14.0,20.0,3.0,5.0,0.0,0.0,1.0
10883.0,1.0,4.0,22.0,2.5,0.0,2.0,16.0,9.0,3.0,2.0,0.0,0.0,1.0
10885.0,1.0,4.0,27.0,2.5,0.0,3.0,12.0,14.0,3.0,3.0,0.0,0.0,1.0
10886.0,1.0,3.0,42.0,23.0,4.0,4.0,20.0,40.0,6.0,6.0,0.0,0.0,1.0
10891.0,1.0,3.0,32.0,16.5,2.0,2.0,14.0,20.0,5.0,2.0,0.0,0.0,1.0
10892.0,1.0,5.0,22.0,0.5,1.0,2.0,14.0,20.0,3.0,5.0,0.0,0.0,1.0
10903.0,1.0,4.0,22.0,6.0,1.0,2.0,12.0,11.5,4.0,1.0,0.0,0.0,1.0
10904.0,1.0,5.0,27.0,6.0,0.0,3.0,17.0,20.0,5.0,6.0,0.0,0.0,1.0
10908.0,1.0,2.0,37.0,13.0,4.0,4.0,20.0,20.0,4.0,6.0,0.0,0.0,1.0
10911.0,1.0,4.0,27.0,2.5,0.0,3.0,20.0,40.0,4.0,3.0,0.0,0.0,1.0
10912.0,1.0,5.0,32.0,2.5,1.0,1.0,20.0,4.0,3.0,1.0,0.0,0.0,1.0
10915.0,1.0,5.0,37.0,16.5,3.0,3.0,12.0,11.5,5.0,5.0,0.0,0.0,1.0
10919.0,1.0,5.0,27.0,9.0,1.0,2.0,12.0,20.0,3.0,4.0,0.0,0.0,1.0
10920.0,1.0,4.0,32.0,13.0,2.0,3.0,12.0,11.5,3.0,2.0,0.0,0.0,1.0
10921.0,1.0,4.0,37.0,16.5,4.0,4.0,14.0,14.0,4.0,5.0,0.0,0.0,1.0
10932.0,1.0,5.0,17.5,0.5,0.0,2.0,12.0,4.0,2.0,2.0,0.0,0.0,1.0
10937.0,1.0,4.0,32.0,13.0,1.0,3.0,14.0,11.5,2.0,5.0,0.0,0.0,1.0
10944.0,1.0,5.0,37.0,23.0,5.5,4.0,17.0,40.0,5.0,6.0,0.0,0.0,1.0
10951.0,1.0,5.0,22.0,2.5,0.0,2.0,14.0,6.5,2.0,4.0,0.0,0.0,1.0
10952.0,1.0,4.0,22.0,2.5,0.0,2.0,14.0,14.0,3.0,4.0,0.0,0.0,1.0
10953.0,1.0,4.0,42.0,23.0,4.0,2.0,12.0,20.0,4.0,4.0,0.0,0.0,1.0
10955.0,1.0,5.0,42.0,23.0,4.0,3.0,14.0,20.0,3.0,4.0,0.0,0.0,1.0
10958.0,1.0,4.0,17.5,0.5,0.0,1.0,14.0,11.5,3.0,4.0,0.0,0.0,1.0
10963.0,1.0,5.0,22.0,0.5,0.0,4.0,20.0,11.5,4.0,1.0,0.0,0.0,1.0
10967.0,1.0,4.0,27.0,6.0,1.0,3.0,16.0,14.0,4.0,3.0,0.0,0.0,1.0
10981.0,1.0,4.0,42.0,23.0,2.0,2.0,14.0,20.0,3.0,5.0,0.0,0.0,1.0
10982.0,1.0,4.0,27.0,9.0,2.0,2.0,14.0,20.0,4.0,5.0,0.0,0.0,1.0
10985.0,1.0,4.0,27.0,6.0,1.0,1.0,12.0,11.5,4.0,1.0,0.0,0.0,1.0
10987.0,1.0,5.0,27.0,2.5,0.0,3.0,12.0,20.0,3.0,4.0,0.0,0.0,1.0
10990.0,1.0,4.0,22.0,2.5,0.0,2.0,14.0,6.5,2.0,2.0,0.0,0.0,1.0
10992.0,1.0,5.0,37.0,16.5,3.0,4.0,14.0,40.0,4.0,4.0,0.0,0.0,1.0
10998.0,1.0,5.0,27.0,6.0,0.0,2.0,14.0,6.5,2.0,4.0,0.0,0.0,1.0
10999.0,1.0,5.0,37.0,16.5,2.0,3.0,12.0,14.0,3.0,4.0,0.0,0.0,1.0
11002.0,1.0,2.0,32.0,9.0,3.0,1.0,16.0,20.0,4.0,4.0,0.0,0.0,1.0
11015.0,1.0,5.0,27.0,6.0,1.0,2.0,16.0,11.5,3.0,4.0,0.0,0.0,1.0
11018.0,1.0,4.0,37.0,23.0,3.0,3.0,20.0,14.0,4.0,4.0,0.0,0.0,1.0
11025.0,1.0,5.0,37.0,23.0,3.0,4.0,12.0,20.0,3.0,2.0,0.0,0.0,1.0
11029.0,1.0,4.0,27.0,6.0,2.0,3.0,14.0,9.0,3.0,5.0,0.0,0.0,1.0
11033.0,1.0,5.0,32.0,13.0,2.0,4.0,16.0,20.0,4.0,4.0,0.0,0.0,1.0
11035.0,1.0,4.0,27.0,6.0,1.0,3.0,17.0,14.0,4.0,4.0,0.0,0.0,1.0
11040.0,1.0,3.0,37.0,13.0,1.0,2.0,14.0,40.0,4.0,6.0,0.0,0.0,1.0
11044.0,1.0,5.0,37.0,16.5,2.0,4.0,14.0,20.0,3.0,6.0,0.0,0.0,1.0
11046.0,1.0,4.0,27.0,6.0,0.0,3.0,16.0,9.0,3.0,4.0,0.0,0.0,1.0
11052.0,1.0,4.0,42.0,13.0,0.0,3.0,14.0,9.0,5.0,5.0,0.0,0.0,1.0
11057.0,1.0,4.0,27.0,9.0,2.0,3.0,14.0,20.0,3.0,2.0,0.0,0.0,1.0
11058.0,1.0,4.0,22.0,6.0,1.0,3.0,12.0,11.5,3.0,4.0,0.0,0.0,1.0
11063.0,1.0,5.0,22.0,2.5,0.0,3.0,12.0,9.0,3.0,4.0,0.0,0.0,1.0
11066.0,1.0,5.0,22.0,2.5,0.0,2.0,14.0,11.5,2.0,4.0,0.0,0.0,1.0
11074.0,1.0,4.0,27.0,6.0,2.0,3.0,16.0,11.5,4.0,6.0,0.0,0.0,1.0
11083.0,1.0,4.0,27.0,2.5,0.0,1.0,12.0,20.0,3.0,6.0,0.0,0.0,1.0
11100.0,1.0,5.0,27.0,13.0,2.0,3.0,14.0,11.5,3.0,4.0,0.0,0.0,1.0
11103.0,1.0,4.0,27.0,6.0,1.0,1.0,16.0,11.5,2.0,4.0,0.0,0.0,1.0
11110.0,1.0,5.0,32.0,16.5,2.0,3.0,12.0,20.0,3.0,5.0,0.0,0.0,1.0
11112.0,1.0,5.0,27.0,2.5,0.0,2.0,12.0,20.0,3.0,5.0,0.0,0.0,1.0
11121.0,1.0,4.0,27.0,9.0,1.0,3.0,17.0,20.0,4.0,4.0,0.0,0.0,1.0
11124.0,1.0,5.0,37.0,16.5,3.0,2.0,12.0,14.0,4.0,4.0,0.0,0.0,1.0
11129.0,1.0,5.0,27.0,2.5,0.0,4.0,20.0,14.0,4.0,2.0,0.0,0.0,1.0
11133.0,1.0,5.0,27.0,2.5,0.0,3.0,16.0,20.0,4.0,4.0,0.0,0.0,1.0
11140.0,1.0,5.0,27.0,6.0,1.0,3.0,16.0,20.0,4.0,4.0,0.0,0.0,1.0
11141.0,1.0,5.0,22.0,2.5,0.0,2.0,14.0,11.5,3.0,4.0,0.0,0.0,1.0
11149.0,1.0,5.0,42.0,23.0,2.0,3.0,14.0,20.0,3.0,2.0,0.0,0.0,1.0
11154.0,1.0,5.0,27.0,9.0,2.0,3.0,20.0,40.0,4.0,5.0,0.0,0.0,1.0
11155.0,1.0,3.0,22.0,2.5,1.0,1.0,12.0,11.5,3.0,2.0,0.0,0.0,1.0
11158.0,1.0,5.0,22.0,2.5,0.0,2.0,14.0,14.0,3.0,4.0,0.0,0.0,1.0
11159.0,1.0,5.0,42.0,23.0,2.0,3.0,14.0,14.0,3.0,5.0,0.0,0.0,1.0
11167.0,1.0,5.0,32.0,16.5,3.0,1.0,14.0,20.0,4.0,5.0,0.0,0.0,1.0
11171.0,1.0,4.0,22.0,2.5,0.0,3.0,14.0,14.0,3.0,1.0,0.0,0.0,1.0
11173.0,1.0,5.0,32.0,9.0,2.0,4.0,16.0,20.0,4.0,5.0,0.0,0.0,1.0
11187.0,1.0,5.0,22.0,2.5,0.0,3.0,16.0,40.0,4.0,2.0,0.0,0.0,1.0
11203.0,1.0,4.0,27.0,9.0,2.0,3.0,16.0,20.0,4.0,4.0,0.0,0.0,1.0
11209.0,1.0,4.0,37.0,16.5,3.0,3.0,12.0,20.0,3.0,6.0,0.0,0.0,1.0
11212.0,1.0,3.0,27.0,9.0,1.0,4.0,14.0,20.0,6.0,4.0,0.0,0.0,1.0
11213.0,1.0,5.0,32.0,16.5,3.0,4.0,12.0,11.5,4.0,4.0,0.0,0.0,1.0
11221.0,1.0,4.0,32.0,16.5,3.0,2.0,12.0,14.0,3.0,4.0,0.0,0.0,1.0
11228.0,1.0,5.0,32.0,16.5,2.0,4.0,12.0,20.0,4.0,3.0,0.0,0.0,1.0
11236.0,1.0,3.0,22.0,2.5,0.0,2.0,16.0,20.0,2.0,5.0,0.0,0.0,1.0
11238.0,1.0,5.0,22.0,2.5,0.0,4.0,14.0,6.5,3.0,3.0,0.0,0.0,1.0
11241.0,1.0,4.0,27.0,16.5,1.0,3.0,14.0,14.0,4.0,4.0,0.0,0.0,1.0
11258.0,1.0,5.0,27.0,6.0,0.0,3.0,16.0,20.0,3.0,6.0,0.0,0.0,1.0
11261.0,1.0,5.0,27.0,0.5,0.0,2.0,17.0,14.0,4.0,3.0,0.0,0.0,1.0
11263.0,1.0,5.0,22.0,2.5,1.0,2.0,14.0,11.5,4.0,4.0,0.0,0.0,1.0
11268.0,1.0,4.0,27.0,6.0,2.0,2.0,17.0,20.0,4.0,6.0,0.0,0.0,1.0
11276.0,1.0,3.0,22.0,2.5,1.0,2.0,14.0,20.0,3.0,5.0,0.0,0.0,1.0
11280.0,1.0,5.0,22.0,2.5,0.0,2.0,12.0,11.5,2.0,4.0,0.0,0.0,1.0
11289.0,1.0,5.0,22.0,2.5,0.0,3.0,17.0,20.0,4.0,4.0,0.0,0.0,1.0
11290.0,1.0,5.0,42.0,23.0,4.0,4.0,16.0,20.0,4.0,4.0,0.0,0.0,1.0
11293.0,1.0,5.0,22.0,0.5,0.0,2.0,17.0,20.0,3.0,4.0,0.0,0.0,1.0
11297.0,1.0,4.0,27.0,9.0,2.0,3.0,12.0,20.0,3.0,4.0,0.0,0.0,1.0
11300.0,1.0,5.0,22.0,2.5,0.0,4.0,16.0,20.0,4.0,5.0,0.0,0.0,1.0
11307.0,1.0,3.0,27.0,6.0,2.0,4.0,17.0,11.5,2.0,4.0,0.0,0.0,1.0
11308.0,1.0,5.0,22.0,2.5,0.0,3.0,12.0,14.0,3.0,4.0,0.0,0.0,1.0
11312.0,1.0,5.0,27.0,6.0,0.0,3.0,14.0,40.0,3.0,3.0,0.0,0.0,1.0
11316.0,1.0,3.0,42.0,23.0,2.0,3.0,14.0,11.5,3.0,2.0,0.0,0.0,1.0
11320.0,1.0,5.0,27.0,9.0,0.0,1.0,14.0,14.0,3.0,5.0,0.0,0.0,1.0
11321.0,1.0,3.0,27.0,2.5,0.0,2.0,20.0,20.0,6.0,4.0,0.0,0.0,1.0
11323.0,1.0,4.0,27.0,16.5,2.0,3.0,12.0,20.0,5.0,5.0,0.0,0.0,1.0
11324.0,1.0,4.0,32.0,9.0,1.0,3.0,16.0,11.5,4.0,5.0,0.0,0.0,1.0
11329.0,1.0,4.0,42.0,23.0,5.5,4.0,14.0,20.0,5.0,5.0,0.0,0.0,1.0
11341.0,1.0,4.0,22.0,2.5,0.0,3.0,12.0,4.0,2.0,1.0,0.0,0.0,1.0
11343.0,1.0,5.0,27.0,2.5,0.0,3.0,20.0,20.0,4.0,6.0,0.0,0.0,1.0
11349.0,1.0,5.0,22.0,2.5,0.0,2.0,14.0,20.0,4.0,4.0,0.0,0.0,1.0
